교통사고 당사자 번호,이름,성별,생년월일,면허유무,부상/사망 여부,음주 여부,사고직전 속도,대전시 사고 관리 번호,교통사고 날짜,교통사고 종류
40,박지호,남,2002.8.13,유,유,유,사망,음주운전,2022.2.24,138,2022H48,2022B83
41,장수정,남,1993.1.22,유,유,무,사망,과속,2022.10.17,94,2022H48,2022J19
42,정서연,남,1996.3.28,유,유,유,부상,음주운전,2022.1.21,118,2022H48,2022A55
43,한지안,여,1999.5.8,유,유,유,부상,음주운전,2022.4.28,129,2022H48,2022D87
44,성지후,남,1998.1.15,유,유,무,부상,과속,2022.11.20,127,2022H48,2022K36
45,곽서윤,남,1973.9.21,유,유,무,사망,신호위반,2022.1.8,132,2022H48,2022A89
46,김주원,남,1961.2.27,유,유,무,부상,신호위반,2022.5.26,126,2022H48,2022Z57
47,육수정,남,1964.9.19,유,유,무,사망,신호위반,2022.5.22,106,2022H48,2022Z79
48,황지유,여,1982.11.10,유,유,무,부상,과속,2022.10.2,121,2022H48,2022J21
49,곽민서,남,1971.2.19,유,유,무,부상,중앙선 침범,2022.2.19,111,2022H48,2022B40
50,성하은,여,1980.6.20,유,유,유,사망,음주운전,2022.5.23,139,2022H48,2022Z36
51,장서현,여,1968.5.2,유,유,무,부상,과속,2022.4.13,104,2022H48,2022D6
52,최선우,남,1970.9.26,유,유,유,부상,음주운전,2022.2.6,98,2022H48,2022B21
53,노선우,남,1966.9.25,유,유,유,부상,음주운전,2022.7.14,90,2022H48,2022G33
54,곽예준,여,1998.2.25,유,유,무,부상,신호위반,2022.5.10,94,2022H48,2022Z95
55,육지민,남,2001.6.8,유,유,무,사망,과속,2022.3.6,112,2022H48,2022C56
56,조수정,남,1963.6.29,유,유,유,부상,음주운전,2022.8.11,91,2022H48,2022H84
57,장예준,남,1996.4.6,유,유,무,부상,신호위반,2022.8.2,107,2022H48,2022H37
58,육하윤,여,1980.1.27,유,유,무,사망,신호위반,2022.9.20,102,2022H48,2022I14
59,노주호,여,2002.7.2,유,유,무,부상,신호위반,2022.9.18,114,2022H48,2022I44
60,유윤서,여,1993.9.26,유,유,무,부상,과속,2022.8.15,95,2022H48,2022H90
61,노서준,남,1975.2.7,유,유,무,부상,신호위반,2022.12.10,94,2022H48,2022L94
62,이지민,여,1991.3.22,유,유,무,부상,중앙선 침범,2022.8.27,109,2022H48,2022H16
63,장준서,남,1989.12.31,유,유,유,부상,음주운전,2022.4.12,116,2022H48,2022D31
64,정지원,남,1976.4.29,유,유,무,부상,과속,2022.2.12,93,2022H48,2022B12
65,이하윤,여,1979.11.13,유,유,유,부상,음주운전,2022.5.6,115,2022H48,2022Z56
66,한서윤,남,1967.7.4,유,유,무,부상,과속,2022.6.8,116,2022H48,2022F34
67,박선우,남,1960.11.2,유,유,무,부상,신호위반,2022.5.7,90,2022H48,2022Z90
68,이연우,여,1973.6.2,유,유,유,부상,음주운전,2022.5.19,126,2022H48,2022Z70
69,한채은,남,1995.9.31,유,유,무,부상,신호위반,2022.10.7,120,2022H48,2022J77
70,육준서,여,1964.8.12,유,유,무,부상,신호위반,2022.11.14,91,2022H48,2022K37
71,조수정,여,1968.8.29,유,유,유,부상,음주운전,2022.4.9,114,2022H48,2022D93
72,성하준,남,1976.12.1,유,유,무,부상,과속,2022.7.1,125,2022H48,2022G83
73,조예준,남,1988.7.29,유,유,유,부상,음주운전,2022.4.23,118,2022H48,2022D57
74,성주원,남,1986.11.26,유,유,무,부상,중앙선 침범,2022.6.2,115,2022H48,2022F81
75,조서연,여,1974.2.1,유,유,무,사망,신호위반,2022.3.16,138,2022H48,2022C58
76,황서연,여,1981.6.1,유,유,유,부상,음주운전,2022.5.22,115,2022H48,2022Z44
77,육수정,남,1996.8.3,유,유,무,부상,중앙선 침범,2022.5.10,115,2022H48,2022Z58
78,박지호,남,1969.9.9,유,유,유,부상,음주운전,2022.6.15,108,2022H48,2022F11
79,황하은,여,1970.6.13,유,유,유,부상,음주운전,2022.6.13,120,2022H48,2022F43
80,성예준,남,1993.5.3,유,유,무,부상,신호위반,2022.7.7,98,2022H48,2022G18
81,한서준,여,1960.4.19,유,유,무,부상,과속,2022.9.19,127,2022H48,2022I51
82,정서준,남,1991.12.10,유,유,유,부상,음주운전,2022.5.25,114,2022H48,2022Z5
83,이준우,남,1988.1.12,유,유,유,사망,음주운전,2022.10.23,111,2022H48,2022J4
84,이준우,여,1970.4.21,유,유,무,부상,과속,2022.6.29,124,2022H48,2022F14
85,유준서,여,1991.7.9,유,유,무,부상,과속,2022.1.16,129,2022H48,2022A86
86,장하윤,남,1983.11.11,유,유,무,사망,중앙선 침범,2022.10.28,135,2022H48,2022J15
87,이서현,남,1984.1.19,유,유,무,사망,신호위반,2022.6.2,138,2022H48,2022F76
88,김연우,남,1960.4.5,유,유,무,부상,중앙선 침범,2022.9.22,107,2022H48,2022I42
89,성하윤,여,1964.1.8,유,유,유,사망,음주운전,2022.1.14,107,2022H48,2022A80
90,이주호,남,1993.4.11,유,유,유,부상,음주운전,2022.3.2,91,2022H48,2022C42
91,유서연,여,1976.2.12,유,유,유,부상,음주운전,2022.12.30,95,2022H48,2022L81
92,노지우,남,1977.7.9,유,유,무,부상,중앙선 침범,2022.4.31,109,2022H48,2022D92
93,김연우,남,1989.10.29,유,유,유,부상,음주운전,2022.11.31,127,2022H48,2022K79
94,김민서,여,2001.3.28,유,유,유,부상,음주운전,2022.11.20,92,2022H48,2022K29
95,성서현,여,1965.10.10,유,유,무,부상,신호위반,2022.9.18,105,2022H48,2022I30
96,정하윤,여,1977.10.20,유,유,유,부상,음주운전,2022.11.29,112,2022H48,2022K81
97,육지후,남,1993.9.14,유,유,유,부상,음주운전,2022.9.5,106,2022H48,2022I84
98,황서연,남,1994.9.29,유,유,무,사망,중앙선 침범,2022.5.11,105,2022H48,2022Z94
99,한서현,여,1990.6.14,유,유,무,부상,신호위반,2022.3.26,102,2022H48,2022C44
100,조서윤,남,1975.1.29,유,유,무,부상,과속,2022.3.28,116,2022H48,2022C5
101,김지유,여,1970.5.11,유,유,무,사망,중앙선 침범,2022.8.18,120,2022H48,2022H41
102,곽지우,남,1997.4.7,유,유,유,부상,음주운전,2022.5.22,115,2022H48,2022Z27
103,노지원,남,1993.5.17,유,유,무,부상,과속,2022.10.1,96,2022H48,2022J62
104,노채은,여,1988.5.1,유,유,무,부상,과속,2022.11.15,95,2022H48,2022K40
105,곽민준,남,1991.11.29,유,유,무,부상,중앙선 침범,2022.9.30,109,2022H48,2022I61
106,황하은,여,1997.4.14,유,유,유,사망,음주운전,2022.8.15,125,2022H48,2022H50
107,김예준,여,1971.7.23,유,유,유,부상,음주운전,2022.1.30,112,2022H48,2022A96
108,노서현,남,1984.2.15,유,유,무,사망,과속,2022.9.21,134,2022H48,2022I20
109,육윤서,남,1965.2.14,유,유,무,사망,신호위반,2022.12.6,138,2022H48,2022L64
110,황윤서,남,1993.12.4,유,유,유,부상,음주운전,2022.9.7,103,2022H48,2022I50
111,유서연,남,1990.8.8,유,유,무,부상,신호위반,2022.3.6,99,2022H48,2022C87
112,성지민,여,1996.8.8,유,유,유,사망,음주운전,2022.11.1,136,2022H48,2022K92
113,성서준,남,1986.10.14,유,유,무,부상,중앙선 침범,2022.1.7,103,2022H48,2022A57
114,한예준,여,1972.8.11,유,유,유,부상,음주운전,2022.9.3,126,2022H48,2022I94
115,황주원,여,1982.10.24,유,유,무,부상,과속,2022.2.21,97,2022H48,2022B73
116,유윤서,남,1966.11.16,유,유,유,사망,음주운전,2022.11.31,95,2022H48,2022K10
117,곽선우,남,1990.10.31,유,유,무,부상,과속,2022.11.6,108,2022H48,2022K81
118,최하윤,여,1977.4.6,유,유,무,부상,과속,2022.2.1,98,2022H48,2022B88
119,유주호,남,1968.7.6,유,유,무,부상,중앙선 침범,2022.10.29,114,2022H48,2022J76
120,장연우,여,2001.12.29,유,유,유,부상,음주운전,2022.6.16,116,2022H48,2022F66
121,성도윤,여,1961.11.11,유,유,무,부상,과속,2022.10.19,128,2022H48,2022J14
122,육하준,남,1962.11.15,유,유,무,사망,신호위반,2022.11.27,129,2022H48,2022K32
123,김지안,여,1996.6.6,유,유,무,사망,중앙선 침범,2022.12.2,139,2022H48,2022L15
124,박도윤,남,1969.11.2,유,유,무,부상,과속,2022.9.8,110,2022H48,2022I28
125,노서연,남,1982.5.14,유,유,유,부상,음주운전,2022.8.13,117,2022H48,2022H7
126,육지안,남,1988.5.12,유,유,무,부상,신호위반,2022.4.21,122,2022H48,2022D44
127,육지후,여,2002.5.13,유,유,무,부상,과속,2022.3.29,100,2022H48,2022C50
128,육하은,여,1964.5.21,유,유,유,부상,음주운전,2022.9.18,104,2022H48,2022I87
129,육채원,남,1986.12.27,유,유,유,부상,음주운전,2022.6.20,128,2022H48,2022F15
130,김시우,여,1977.1.22,유,유,무,부상,과속,2022.10.11,124,2022H48,2022J8
131,육채은,남,1983.11.16,유,유,무,부상,신호위반,2022.10.16,102,2022H48,2022J16
132,이채원,여,1992.12.20,유,유,무,부상,과속,2022.11.20,90,2022H48,2022K66
133,조주원,여,1972.11.29,유,유,유,부상,음주운전,2022.2.9,112,2022H48,2022B45
134,유지원,여,2001.2.6,유,유,무,사망,과속,2022.5.9,93,2022H48,2022Z96
135,유선우,여,2001.10.7,유,유,무,사망,중앙선 침범,2022.5.12,135,2022H48,2022Z57
136,곽서윤,남,1969.4.29,유,유,무,부상,중앙선 침범,2022.3.11,124,2022H48,2022C43
137,곽지안,남,1979.11.11,유,유,무,부상,중앙선 침범,2022.12.29,118,2022H48,2022L79
138,성지후,남,1973.11.2,유,유,유,부상,음주운전,2022.5.21,99,2022H48,2022Z99
139,이하윤,남,1968.6.16,유,유,무,사망,과속,2022.12.2,131,2022H48,2022L35
140,박주원,여,1982.5.13,유,유,무,부상,중앙선 침범,2022.3.31,121,2022H48,2022C20
141,이민서,남,1969.6.12,유,유,무,부상,신호위반,2022.8.21,100,2022H48,2022H58
142,육서연,남,1965.11.25,유,유,무,부상,과속,2022.1.16,118,2022H48,2022A2
143,정하준,남,1982.6.31,유,유,무,부상,중앙선 침범,2022.5.21,106,2022H48,2022Z78
144,조준우,남,1980.1.30,유,유,무,부상,중앙선 침범,2022.6.6,114,2022H48,2022F51
145,유도윤,여,1981.12.23,유,유,유,부상,음주운전,2022.8.27,91,2022H48,2022H80
146,유서준,남,1986.12.30,유,유,무,부상,중앙선 침범,2022.6.27,122,2022H48,2022F50
147,장지원,여,1986.6.21,유,유,무,부상,신호위반,2022.9.22,128,2022H48,2022I4
148,김선우,남,1981.2.12,유,유,무,부상,신호위반,2022.1.12,104,2022H48,2022A21
149,노지호,여,1969.12.24,유,유,무,사망,중앙선 침범,2022.3.20,112,2022H48,2022C82
150,육민서,남,1961.9.13,유,유,무,부상,신호위반,2022.7.22,104,2022H48,2022G32
151,조하준,남,1961.3.13,유,유,무,부상,신호위반,2022.7.28,100,2022H48,2022G55
152,조채원,남,1997.3.21,유,유,무,부상,중앙선 침범,2022.6.18,114,2022H48,2022F64
153,성지원,여,1982.9.16,유,유,유,부상,음주운전,2022.7.13,114,2022H48,2022G6
154,최준서,남,1976.11.14,유,유,유,사망,음주운전,2022.8.9,104,2022H48,2022H58
155,육준서,여,1994.5.26,유,유,유,부상,음주운전,2022.7.15,111,2022H48,2022G20
156,유하은,남,1991.10.9,유,유,무,사망,신호위반,2022.3.10,109,2022H48,2022C68
157,정서진,남,1978.6.10,유,유,무,사망,신호위반,2022.6.26,134,2022H48,2022F2
158,장지우,남,2001.7.8,유,유,무,부상,중앙선 침범,2022.4.11,125,2022H48,2022D38
159,한선우,남,1980.3.28,유,유,무,부상,과속,2022.2.16,111,2022H48,2022B94
160,노지민,남,1969.7.7,유,유,무,부상,중앙선 침범,2022.4.19,120,2022H48,2022D18
161,조민준,여,1977.11.6,유,유,무,부상,과속,2022.11.26,116,2022H48,2022K24
162,박민준,여,1978.3.30,유,유,무,사망,신호위반,2022.6.4,106,2022H48,2022F70
163,장서준,여,1998.4.1,유,유,유,부상,음주운전,2022.12.7,128,2022H48,2022L92
164,곽하은,남,1991.1.2,유,유,무,부상,중앙선 침범,2022.6.9,125,2022H48,2022F57
165,조선우,남,1970.1.20,유,유,무,부상,중앙선 침범,2022.3.28,107,2022H48,2022C88
166,정하은,남,1998.6.22,유,유,무,부상,중앙선 침범,2022.8.15,101,2022H48,2022H16
167,황도윤,남,1971.10.25,유,유,무,사망,신호위반,2022.4.7,138,2022H48,2022D38
168,박준우,여,1979.7.14,유,유,무,부상,과속,2022.7.4,102,2022H48,2022G77
169,장서연,여,2002.3.27,유,유,무,부상,과속,2022.10.24,108,2022H48,2022J32
170,김하윤,여,1987.8.30,유,유,무,부상,신호위반,2022.7.29,112,2022H48,2022G90
171,박지유,여,1988.6.24,유,유,유,사망,음주운전,2022.3.24,131,2022H48,2022C18
172,육주호,여,1986.4.31,유,유,무,사망,중앙선 침범,2022.4.7,133,2022H48,2022D79
173,유지호,여,1965.4.14,유,유,무,부상,과속,2022.6.12,126,2022H48,2022F4
174,곽채은,여,1992.7.4,유,유,무,부상,과속,2022.11.21,121,2022H48,2022K28
175,성민서,여,1974.6.19,유,유,무,부상,중앙선 침범,2022.3.27,94,2022H48,2022C77
176,한지원,여,1982.3.16,유,유,무,부상,중앙선 침범,2022.4.18,91,2022H48,2022D54
177,최하준,여,1989.2.18,유,유,무,부상,과속,2022.9.17,98,2022H48,2022I46
178,황지우,남,1984.8.30,유,유,무,부상,중앙선 침범,2022.6.31,114,2022H48,2022F5
179,정주호,여,1982.12.15,유,유,무,사망,과속,2022.1.26,133,2022H48,2022A23
180,정하준,남,1965.9.3,유,유,무,부상,중앙선 침범,2022.4.9,98,2022H48,2022D63
181,박채원,남,1993.9.9,유,유,무,부상,중앙선 침범,2022.9.16,116,2022H48,2022I6
182,곽서윤,여,1995.6.3,유,유,무,부상,신호위반,2022.12.17,97,2022H48,2022L12
183,장선우,남,1991.4.7,유,유,무,부상,과속,2022.12.31,92,2022H48,2022L20
184,성지원,여,1986.8.31,유,유,무,부상,중앙선 침범,2022.12.5,124,2022H48,2022L25
185,곽하윤,남,1990.12.28,유,유,무,부상,중앙선 침범,2022.12.31,126,2022H48,2022L98
186,노주호,남,1998.4.12,유,유,무,부상,과속,2022.7.4,90,2022H48,2022G62
187,김예준,여,2000.9.4,유,유,유,사망,음주운전,2022.10.26,97,2022H48,2022J64
188,최윤서,여,1999.11.12,유,유,무,부상,중앙선 침범,2022.3.4,97,2022H48,2022C59
189,장지유,여,1978.6.24,유,유,무,부상,신호위반,2022.9.3,95,2022H48,2022I15
190,성하은,여,1995.3.2,유,유,무,부상,중앙선 침범,2022.3.6,122,2022H48,2022C99
191,한도윤,남,1990.11.19,유,유,무,부상,과속,2022.12.4,91,2022H48,2022L77
192,김민서,남,2001.1.2,유,유,무,부상,과속,2022.8.28,125,2022H48,2022H5
193,조서현,여,1972.5.31,유,유,무,부상,신호위반,2022.4.20,94,2022H48,2022D89
194,성예준,남,1985.4.31,유,유,유,부상,음주운전,2022.5.17,91,2022H48,2022Z38
195,조시우,여,1994.12.3,유,유,무,부상,과속,2022.12.31,117,2022H48,2022L40
196,장준우,남,1975.4.8,유,유,무,부상,과속,2022.6.25,99,2022H48,2022F77
197,육연우,남,1984.4.8,유,유,유,사망,음주운전,2022.11.2,135,2022H48,2022K50
198,유지후,여,1979.8.24,유,유,무,사망,신호위반,2022.8.14,139,2022H48,2022H91
199,최민준,여,1977.2.11,유,유,유,사망,음주운전,2022.9.31,94,2022H48,2022I85
200,육선우,여,1988.7.2,유,유,무,사망,중앙선 침범,2022.6.25,136,2022H48,2022F59
201,육지후,여,1993.5.18,유,유,무,부상,중앙선 침범,2022.4.30,104,2022H48,2022D75
202,곽지민,남,1986.4.14,유,유,유,사망,음주운전,2022.1.8,137,2022H48,2022A4
203,육수정,남,1996.8.4,유,유,무,사망,과속,2022.8.24,139,2022H48,2022H41
204,정서윤,남,1994.3.12,유,유,무,부상,신호위반,2022.8.14,118,2022H48,2022H31
205,조지유,남,1970.12.31,유,유,무,부상,과속,2022.6.12,105,2022H48,2022F27
206,정서연,여,1973.5.16,유,유,유,사망,음주운전,2022.5.2,134,2022H48,2022Z32
207,김도윤,여,2000.10.29,유,유,무,부상,중앙선 침범,2022.8.17,119,2022H48,2022H49
208,육채원,남,1963.3.18,유,유,무,부상,중앙선 침범,2022.5.18,128,2022H48,2022Z83
209,장민준,여,1986.10.5,유,유,유,사망,음주운전,2022.3.12,134,2022H48,2022C28
210,장민서,여,1995.11.26,유,유,무,부상,과속,2022.9.13,122,2022H48,2022I55
211,장채은,남,1990.6.5,유,유,무,부상,과속,2022.6.1,116,2022H48,2022F23
212,유지호,여,1973.9.1,유,유,무,부상,과속,2022.10.13,129,2022H48,2022J44
213,곽채은,남,1975.1.13,유,유,무,부상,과속,2022.7.3,93,2022H48,2022G98
214,황도윤,남,1992.12.6,유,유,무,사망,신호위반,2022.9.23,139,2022H48,2022I52
215,유서진,여,1998.12.24,유,유,무,부상,중앙선 침범,2022.1.20,117,2022H48,2022A46
216,성하은,여,1971.7.15,유,유,무,부상,신호위반,2022.9.10,113,2022H48,2022I38
217,장준우,여,1965.9.29,유,유,무,부상,중앙선 침범,2022.12.10,99,2022H48,2022L91
218,정채은,여,1965.7.18,유,유,무,부상,중앙선 침범,2022.4.20,90,2022H48,2022D31
219,조준우,남,2000.4.18,유,유,무,사망,과속,2022.12.17,132,2022H48,2022L28
220,정서윤,남,1996.6.27,유,유,무,부상,중앙선 침범,2022.10.1,105,2022H48,2022J60
221,한지호,여,1974.12.18,유,유,무,부상,중앙선 침범,2022.11.1,99,2022H48,2022K24
222,황도윤,여,1982.1.9,유,유,유,부상,음주운전,2022.1.11,114,2022H48,2022A78
223,성채원,여,1992.7.20,유,유,무,사망,신호위반,2022.1.18,133,2022H48,2022A24
224,노하준,남,1990.10.9,유,유,무,부상,과속,2022.8.26,106,2022H48,2022H58
225,유채원,여,1979.5.18,유,유,유,부상,음주운전,2022.7.8,112,2022H48,2022G55
226,조하은,남,1982.10.8,유,유,유,부상,음주운전,2022.1.10,104,2022H48,2022A69
227,한선우,남,1970.6.24,유,유,무,사망,중앙선 침범,2022.1.12,130,2022H48,2022A5
228,곽서윤,남,1991.3.15,유,유,무,사망,중앙선 침범,2022.3.2,98,2022H48,2022C8
229,조민서,남,1980.1.21,유,유,무,부상,과속,2022.11.11,102,2022H48,2022K18
230,황주원,여,1983.2.21,유,유,무,부상,과속,2022.11.17,119,2022H48,2022K46
231,황지후,남,1994.3.3,유,유,유,사망,음주운전,2022.10.14,111,2022H48,2022J80
232,성시우,남,1987.2.31,유,유,유,사망,음주운전,2022.9.25,138,2022H48,2022I68
233,육선우,남,1965.10.16,유,유,무,부상,중앙선 침범,2022.3.23,117,2022H48,2022C86
234,최하은,남,2000.6.6,유,유,무,부상,신호위반,2022.12.3,120,2022H48,2022L97
235,한하준,남,1999.8.19,유,유,무,부상,과속,2022.12.22,106,2022H48,2022L25
236,김주원,남,1985.7.16,유,유,무,부상,신호위반,2022.9.2,120,2022H48,2022I52
237,육하윤,여,1993.4.23,유,유,유,부상,음주운전,2022.3.19,101,2022H48,2022C78
238,정지원,여,1997.8.1,유,유,무,부상,신호위반,2022.6.22,110,2022H48,2022F58
239,노지민,남,1973.3.29,유,유,무,사망,중앙선 침범,2022.2.2,130,2022H48,2022B12
240,육주호,남,1990.5.27,유,유,유,부상,음주운전,2022.11.14,121,2022H48,2022K82
241,유지후,여,1987.6.28,유,유,유,부상,음주운전,2022.3.29,115,2022H48,2022C37
242,장하윤,여,2001.3.9,유,유,유,부상,음주운전,2022.1.26,105,2022H48,2022A10
243,한채원,여,1971.9.19,유,유,무,부상,과속,2022.1.7,96,2022H48,2022A98
244,성준서,남,1965.2.2,유,유,유,부상,음주운전,2022.11.3,94,2022H48,2022K24
245,장주원,남,1975.10.8,유,유,무,부상,과속,2022.8.22,106,2022H48,2022H46
246,최준우,여,1960.12.5,유,유,무,부상,과속,2022.2.14,123,2022H48,2022B30
247,한민서,여,1981.1.14,유,유,무,사망,중앙선 침범,2022.8.5,133,2022H48,2022H15
248,박지민,남,2000.10.29,유,유,무,사망,신호위반,2022.12.25,126,2022H48,2022L72
249,유윤서,여,1974.12.6,유,유,유,부상,음주운전,2022.12.27,98,2022H48,2022L73
250,성하준,여,1960.7.3,유,유,무,부상,과속,2022.1.4,114,2022H48,2022A39
251,김민준,여,1990.2.2,유,유,무,부상,과속,2022.9.9,106,2022H48,2022I90
252,정윤서,남,1978.7.2,유,유,무,부상,과속,2022.3.21,103,2022H48,2022C84
253,조하준,여,2001.2.15,유,유,무,사망,신호위반,2022.12.3,132,2022H48,2022L33
254,한준서,여,1985.8.31,유,유,무,부상,중앙선 침범,2022.12.1,129,2022H48,2022L97
255,노시우,남,1976.10.24,유,유,무,부상,과속,2022.10.3,112,2022H48,2022J87
256,황수정,여,1994.4.3,유,유,유,부상,음주운전,2022.2.26,108,2022H48,2022B78
257,조서연,남,1969.3.22,유,유,무,부상,과속,2022.5.20,112,2022H48,2022Z26
258,성주원,남,1986.4.21,유,유,무,부상,중앙선 침범,2022.11.30,99,2022H48,2022K10
259,최시우,여,1987.12.29,유,유,무,부상,신호위반,2022.9.4,105,2022H48,2022I72
260,박시우,여,1975.8.15,유,유,무,사망,중앙선 침범,2022.6.15,92,2022H48,2022F39
261,육서연,남,2002.7.20,유,유,무,부상,과속,2022.4.13,103,2022H48,2022D60
262,정민서,여,2001.6.31,유,유,무,사망,중앙선 침범,2022.9.26,136,2022H48,2022I73
263,이지안,여,1994.10.18,유,유,무,사망,신호위반,2022.5.25,132,2022H48,2022Z96
264,장시우,남,1967.11.10,유,유,유,사망,음주운전,2022.5.18,138,2022H48,2022Z9
265,황지안,여,2002.12.14,유,유,무,사망,신호위반,2022.7.29,134,2022H48,2022G61
266,조주호,남,1967.5.16,유,유,무,사망,신호위반,2022.11.30,136,2022H48,2022K86
267,이민준,여,1988.3.16,유,유,무,부상,중앙선 침범,2022.9.21,126,2022H48,2022I56
268,유연우,여,1989.7.10,유,유,무,부상,중앙선 침범,2022.1.30,121,2022H48,2022A48
269,성서윤,여,1964.8.5,유,유,무,부상,과속,2022.12.21,126,2022H48,2022L93
270,이서연,남,1987.5.26,유,유,무,사망,중앙선 침범,2022.8.4,130,2022H48,2022H21
271,박서윤,남,1970.5.19,유,유,무,부상,과속,2022.1.29,103,2022H48,2022A25
272,장지호,여,1988.5.20,유,유,유,사망,음주운전,2022.4.21,132,2022H48,2022D53
273,노지후,남,1985.12.31,유,유,유,부상,음주운전,2022.6.19,119,2022H48,2022F11
274,성하은,남,1966.3.16,유,유,유,부상,음주운전,2022.9.29,106,2022H48,2022I51
275,장서연,여,1988.9.30,유,유,무,부상,신호위반,2022.4.6,110,2022H48,2022D82
276,성하준,남,1966.4.16,유,유,무,사망,과속,2022.7.26,139,2022H48,2022G42
277,한주호,여,1970.12.9,유,유,무,부상,중앙선 침범,2022.5.17,99,2022H48,2022Z29
278,황지유,남,1973.12.17,유,유,무,부상,중앙선 침범,2022.2.13,105,2022H48,2022B6
279,곽채원,남,1995.5.14,유,유,유,사망,음주운전,2022.1.6,135,2022H48,2022A79
280,성하윤,남,2001.6.27,유,유,무,부상,신호위반,2022.12.12,100,2022H48,2022L15
281,김준서,남,1987.7.16,유,유,유,사망,음주운전,2022.8.13,138,2022H48,2022H71
282,조도윤,남,1963.4.29,유,유,무,부상,중앙선 침범,2022.7.4,123,2022H48,2022G13
283,한서현,남,1960.12.1,유,유,무,부상,과속,2022.9.14,117,2022H48,2022I99
284,장연우,남,1981.10.6,유,유,유,사망,음주운전,2022.8.7,132,2022H48,2022H67
