교통사고 당사자 번호,이름,성별,생년월일,면허유무,안전벨트 유무,음주 여부,부상/사망 여부,교통사고 종류,교통사고 날짜,사고직전 속도,사고 발생지,대전시 사고 관리 번호
55,곽주호,여,1989.2.21,유,유,무,부상,음주운전,2022.10.5,108,중구 은행선화동,2022J7
56,육하은,여,1978.7.2,유,유,무,부상,음주운전,2022.3.28,129,유성구 전민동,2022C62
57,곽서준,남,1982.7.15,유,유,무,부상,중앙선 침범,2022.5.30,109,서구 둔상동,2022Z71
58,박지민,여,1981.9.30,유,유,무,부상,과속,2022.10.12,111,중구 대사동,2022J73
59,박준서,남,1975.3.27,유,유,무,부상,과속,2022.8.27,88,서구 둔상동,2022H34
60,김시우,여,1979.5.26,유,유,무,부상,중앙선 침범,2022.11.28,93,서구 둔상동,2022K69
61,이주원,남,1983.5.13,유,유,무,부상,과속,2022.3.9,114,유성구 관평동,2022C98
62,유지원,남,1964.12.10,유,유,무,부상,신호위반,2022.8.6,108,중구 오류동,2022H46
63,육서준,여,1976.5.30,유,유,무,부상,신호위반,2022.8.15,96,동구 신인동,2022H89
64,황채은,남,1977.12.3,유,유,무,사망,중앙선 침범,2022.7.28,124,대덕구 회덕동,2022G84
65,김민준,남,1961.2.12,유,유,무,부상,음주운전,2022.7.30,93,서구 월평동,2022G13
66,조지후,남,1969.7.14,유,유,무,부상,음주운전,2022.1.13,86,동구 신인동,2022A77
67,성주원,여,1981.3.16,유,유,무,부상,신호위반,2022.5.16,117,동구 효동,2022Z25
68,이채원,남,1980.7.20,유,유,무,부상,음주운전,2022.6.17,97,중구 목동,2022F4
69,노서현,남,1992.3.28,유,유,무,부상,중앙선 침범,2022.7.16,129,중구 은행선화동,2022G90
70,유지안,여,1976.8.31,유,유,무,부상,중앙선 침범,2022.8.15,113,유성구 노은동,2022H94
71,한민준,여,1978.7.7,유,유,무,부상,신호위반,2022.7.12,86,대덕구 석봉동,2022G79
72,박지민,남,2000.6.22,유,유,무,부상,음주운전,2022.8.20,84,서구 만년동,2022H19
73,곽하준,여,1969.6.10,유,유,무,부상,신호위반,2022.8.31,110,대덕구 오정동,2022H7
74,김지유,남,1961.11.24,유,유,무,부상,과속,2022.4.7,100,유성구 전민동,2022D55
75,최지민,남,1988.7.21,유,유,무,부상,음주운전,2022.7.22,96,유성구 전민동,2022G83
76,곽주원,남,1982.3.3,유,유,무,부상,과속,2022.3.14,113,유성구 진잠동,2022C39
77,조서준,남,2000.10.31,유,유,무,부상,신호위반,2022.7.5,108,서구 월평동,2022G30
78,유수정,여,1985.8.1,유,유,무,부상,음주운전,2022.9.30,104,중구 은행선화동,2022I44
79,조채원,여,1985.3.30,유,유,무,부상,신호위반,2022.10.24,114,대덕구 석봉동,2022J32
80,조도윤,여,1983.7.1,유,유,무,부상,음주운전,2022.6.3,89,유성구 관평동,2022F59
81,박하은,남,1975.11.23,유,유,무,사망,과속,2022.5.29,123,동구 자양동,2022Z86
82,이지후,여,1996.2.12,유,유,유,부상,음주운전,2022.11.31,84,동구 삼성동,2022K5
83,조서연,남,1978.4.6,유,유,유,부상,음주운전,2022.9.21,83,중구 목동,2022I25
84,이하은,여,1985.2.1,유,유,무,부상,중앙선 침범,2022.1.11,127,대덕구 오정동,2022A47
85,김하윤,남,1982.7.20,유,유,무,부상,신호위반,2022.11.27,85,동구 용운동,2022K35
86,유채은,남,1977.3.15,유,유,유,사망,음주운전,2022.11.22,94,중구 목동,2022K12
87,정주호,남,1963.11.22,유,유,무,부상,음주운전,2022.10.15,96,동구 삼성동,2022J86
88,육채원,여,1982.5.31,유,유,무,부상,음주운전,2022.3.9,85,서구 도마동,2022C38
89,정지원,여,1980.4.5,유,유,무,부상,음주운전,2022.2.18,98,유성구 전민동,2022B10
90,정하윤,여,1993.4.28,유,유,무,부상,중앙선 침범,2022.7.11,99,동구 용운동,2022G27
91,최서윤,남,1997.2.22,유,유,유,부상,음주운전,2022.12.18,94,유성구 진잠동,2022L81
92,장예준,여,1966.6.23,유,유,무,부상,중앙선 침범,2022.2.5,127,중구 은행선화동,2022B91
93,곽서연,여,1994.10.2,유,유,유,부상,음주운전,2022.5.25,104,중구 목동,2022Z83
94,장지유,여,1991.5.27,유,유,무,부상,중앙선 침범,2022.1.13,87,서구 도마동,2022A37
95,최준서,여,1988.8.8,유,유,무,부상,중앙선 침범,2022.11.29,100,유성구 진잠동,2022K4
96,한민준,여,1962.3.7,유,유,무,부상,과속,2022.12.22,126,대덕구 송촌동,2022L57
97,성채원,여,1966.8.15,유,유,유,사망,음주운전,2022.6.5,124,대덕구 회덕동,2022F17
98,한준서,남,1999.3.31,유,유,무,부상,중앙선 침범,2022.4.19,103,중구 은행선화동,2022D25
99,장선우,여,1967.2.18,유,유,무,부상,신호위반,2022.3.2,87,유성구 관평동,2022C59
100,장도윤,남,1981.9.28,유,유,무,부상,중앙선 침범,2022.7.10,91,중구 대사동,2022G15
101,조예준,남,1997.7.30,유,유,무,사망,신호위반,2022.8.29,109,서구 만년동,2022H60
102,김채원,남,1978.1.4,유,유,무,부상,음주운전,2022.4.19,90,대덕구 오정동,2022D87
103,성윤서,여,1965.6.24,유,유,무,부상,신호위반,2022.11.3,87,서구 월평동,2022K51
104,이준우,남,1981.7.10,유,유,무,부상,과속,2022.4.22,86,유성구 신성동,2022D49
105,조시우,여,1991.9.10,유,유,무,부상,중앙선 침범,2022.7.13,82,서구 도마동,2022G86
106,곽지민,여,1973.3.14,유,유,무,부상,음주운전,2022.10.18,83,대덕구 송촌동,2022J51
107,박민서,남,1964.12.9,유,유,무,부상,중앙선 침범,2022.11.22,124,대덕구 법동,2022K13
108,성지호,남,1992.11.6,유,유,무,사망,과속,2022.3.15,121,동구 효동,2022C71
109,박준서,남,2002.11.21,유,유,유,부상,음주운전,2022.4.26,92,유성구 전민동,2022D98
110,장시우,남,2001.8.9,유,유,무,부상,과속,2022.1.31,126,중구 목동,2022A95
111,성서현,여,1977.7.5,유,유,무,부상,중앙선 침범,2022.2.2,110,대덕구 석봉동,2022B86
112,최서준,남,1984.11.8,유,유,무,부상,중앙선 침범,2022.11.29,97,서구 갈마동,2022K32
113,한주원,여,1992.12.20,유,유,무,부상,신호위반,2022.6.16,106,대덕구 오정동,2022F45
114,육지원,남,1983.9.29,유,유,무,부상,중앙선 침범,2022.10.4,129,동구 자양동,2022J58
115,곽하윤,여,1960.5.9,유,유,무,부상,과속,2022.11.4,111,대덕구 법동,2022K81
116,유수정,남,2002.5.21,유,유,무,부상,과속,2022.6.3,125,동구 용운동,2022F16
117,김지유,남,1982.11.29,유,유,무,부상,신호위반,2022.5.15,97,동구 자양동,2022Z54
118,노지원,남,1982.2.26,유,유,무,부상,과속,2022.6.31,109,유성구 전민동,2022F48
119,곽하준,남,1968.2.10,유,유,무,부상,신호위반,2022.12.5,126,서구 둔상동,2022L88
120,조연우,여,1989.11.9,유,유,무,부상,신호위반,2022.6.17,101,동구 용운동,2022F32
121,박지호,여,2002.12.1,유,유,무,부상,과속,2022.10.22,126,중구 대흥동,2022J4
122,유시우,남,1985.12.11,유,유,무,부상,신호위반,2022.8.29,121,서구 만년동,2022H60
123,노수정,여,1963.1.31,유,유,무,부상,중앙선 침범,2022.8.24,99,중구 목동,2022H99
124,이하은,남,1974.10.3,유,유,무,부상,중앙선 침범,2022.3.8,89,동구 효동,2022C42
125,성준우,여,1995.6.9,유,유,무,부상,과속,2022.12.2,104,유성구 신성동,2022L51
126,김민서,여,1980.1.25,유,유,무,부상,음주운전,2022.6.3,94,중구 오류동,2022F19
127,노선우,여,1994.1.11,유,유,무,부상,과속,2022.5.8,85,동구 용운동,2022Z53
128,김수정,여,1964.10.5,유,유,무,부상,신호위반,2022.12.10,110,대덕구 법동,2022L23
129,장시우,남,1989.6.29,유,유,무,부상,과속,2022.7.22,99,동구 자양동,2022G68
130,김서진,여,1993.8.13,유,유,무,부상,중앙선 침범,2022.7.11,105,동구 용운동,2022G27
131,장지원,남,1962.11.11,유,유,무,부상,과속,2022.11.4,114,대덕구 송촌동,2022K80
132,최서현,여,1981.6.30,유,유,무,부상,음주운전,2022.3.15,123,중구 목동,2022C55
133,한민준,여,1995.10.26,유,유,무,부상,과속,2022.3.15,83,동구 효동,2022C71
134,육수정,여,1981.4.8,유,유,무,부상,음주운전,2022.8.30,105,대덕구 법동,2022H76
135,유주원,여,1996.10.13,유,유,유,사망,음주운전,2022.9.20,126,서구 월평동,2022I37
136,이하윤,여,1971.12.1,유,유,무,부상,음주운전,2022.12.22,125,유성구 관평동,2022L43
137,유하준,남,1995.9.28,유,유,무,부상,신호위반,2022.11.12,88,대덕구 송촌동,2022K17
138,곽서진,여,1987.3.17,유,유,무,부상,신호위반,2022.1.10,88,대덕구 송촌동,2022A51
139,노채은,남,1961.2.28,유,유,무,부상,신호위반,2022.5.18,108,동구 자양동,2022Z39
140,박예준,남,1978.7.15,유,유,무,부상,신호위반,2022.6.16,84,서구 만년동,2022F14
141,노준우,여,1971.10.21,유,유,무,부상,중앙선 침범,2022.12.27,124,중구 대흥동,2022L37
142,장서진,여,1964.7.8,유,유,무,부상,중앙선 침범,2022.7.17,101,중구 대흥동,2022G57
143,육서준,여,2000.12.4,유,유,무,부상,과속,2022.4.9,108,동구 삼성동,2022D29
144,박서준,남,1987.11.31,유,유,무,부상,신호위반,2022.9.28,90,대덕구 회덕동,2022I74
145,김서현,남,1982.12.28,유,유,무,부상,과속,2022.12.14,88,서구 둔상동,2022L10
146,최서연,여,1987.8.24,유,유,유,부상,음주운전,2022.5.5,118,대덕구 송촌동,2022Z85
147,유지안,여,1999.7.29,유,유,무,부상,신호위반,2022.11.6,81,대덕구 법동,2022K66
148,김지민,남,1989.2.16,유,유,무,부상,과속,2022.9.10,118,중구 오류동,2022I47
149,최지호,남,1986.8.25,유,유,무,부상,음주운전,2022.9.29,105,유성구 신성동,2022I93
150,박채은,남,1968.3.16,유,유,무,부상,중앙선 침범,2022.10.29,108,서구 만년동,2022J33
151,성지유,남,1970.4.3,유,유,무,부상,중앙선 침범,2022.2.17,106,대덕구 석봉동,2022B60
152,박연우,여,1995.10.19,유,유,무,부상,신호위반,2022.8.19,107,대덕구 오정동,2022H71
153,정시우,여,1976.7.23,유,유,유,부상,음주운전,2022.4.2,89,유성구 신성동,2022D22
154,한지안,남,1976.8.9,유,유,무,부상,중앙선 침범,2022.8.19,111,유성구 관평동,2022H42
155,육예준,남,1980.4.30,유,유,무,부상,신호위반,2022.5.16,121,서구 도마동,2022Z57
156,유채은,남,1971.12.10,유,유,무,부상,음주운전,2022.6.29,98,유성구 전민동,2022F92
157,최주호,여,1968.1.19,유,유,유,부상,음주운전,2022.12.17,116,서구 갈마동,2022L9
158,정서윤,여,1984.9.20,유,유,무,부상,과속,2022.7.31,127,서구 둔상동,2022G50
159,육채은,여,1992.10.2,유,유,무,부상,중앙선 침범,2022.9.8,111,대덕구 송촌동,2022I86
160,유연우,여,2002.10.10,유,유,무,부상,중앙선 침범,2022.11.28,82,중구 목동,2022K74
161,박선우,여,1990.6.14,유,유,무,부상,과속,2022.9.29,113,유성구 신성동,2022I99
162,성윤서,여,2000.4.26,유,유,무,부상,중앙선 침범,2022.2.16,104,유성구 신성동,2022B92
163,이예준,남,1999.4.24,유,유,무,부상,신호위반,2022.10.24,101,중구 오류동,2022J89
164,한민준,남,1985.9.28,유,유,무,사망,신호위반,2022.3.24,129,서구 만년동,2022C86
165,정연우,여,1991.5.1,유,유,무,부상,음주운전,2022.4.2,126,중구 목동,2022D6
166,육지호,여,1992.9.17,유,유,무,사망,음주운전,2022.4.2,114,중구 목동,2022D6
167,한연우,여,1980.2.18,유,유,무,부상,음주운전,2022.6.17,99,중구 목동,2022F4
168,최도윤,여,1988.7.16,유,유,무,부상,신호위반,2022.9.19,126,서구 둔상동,2022I24
169,육지후,남,1979.10.5,유,유,무,부상,신호위반,2022.6.11,113,유성구 노은동,2022F44
170,정선우,여,1966.10.30,유,유,무,부상,중앙선 침범,2022.11.17,112,서구 도마동,2022K64
171,박예준,여,1967.10.30,유,유,무,부상,음주운전,2022.4.19,106,대덕구 오정동,2022D8
172,황주호,남,1975.12.13,유,유,무,부상,신호위반,2022.4.18,99,대덕구 송촌동,2022D76
173,육서윤,여,1974.1.7,유,유,유,부상,음주운전,2022.10.21,109,유성구 신성동,2022J10
174,육지우,남,1966.4.31,유,유,유,부상,음주운전,2022.4.26,113,유성구 전민동,2022D98
175,최시우,남,1970.1.29,유,유,무,부상,음주운전,2022.10.26,127,대덕구 오정동,2022J3
176,황도윤,여,1976.12.17,유,유,무,부상,음주운전,2022.9.30,111,중구 은행선화동,2022I44
177,노시우,남,1995.5.23,유,유,무,부상,음주운전,2022.3.18,109,동구 용운동,2022C93
178,유서현,남,1962.7.15,유,유,무,부상,과속,2022.6.25,112,유성구 신성동,2022F63
179,유하은,남,1982.3.27,유,유,무,부상,신호위반,2022.4.18,83,대덕구 송촌동,2022D11
180,조수정,남,1973.3.14,유,유,무,부상,신호위반,2022.12.15,83,대덕구 석봉동,2022L63
181,유주원,남,1993.5.2,유,유,무,부상,중앙선 침범,2022.12.30,113,중구 목동,2022L82
182,곽윤서,여,1986.3.26,유,유,무,부상,과속,2022.2.16,121,중구 오류동,2022B87
183,조도윤,남,1979.4.22,유,유,무,부상,과속,2022.9.25,93,유성구 신성동,2022I55
184,유도윤,여,1965.9.19,유,유,무,부상,신호위반,2022.9.30,107,대덕구 송촌동,2022I19
185,장지원,여,1976.4.11,유,유,무,부상,과속,2022.10.12,107,대덕구 석봉동,2022J48
186,한예준,남,1989.5.7,유,유,유,부상,음주운전,2022.1.7,87,동구 삼성동,2022A39
187,최연우,여,2000.5.8,유,유,유,부상,음주운전,2022.9.16,87,중구 은행선화동,2022I42
188,한서진,여,1961.1.31,유,유,무,부상,음주운전,2022.7.15,123,유성구 관평동,2022G94
189,이서현,여,1978.9.11,유,유,무,부상,신호위반,2022.3.10,89,동구 용운동,2022C57
190,곽서준,남,2000.9.29,유,유,무,부상,음주운전,2022.3.15,114,서구 월평동,2022C66
191,육도윤,여,1979.8.16,유,유,무,사망,음주운전,2022.9.29,127,유성구 신성동,2022I93
192,한지민,남,1980.4.24,유,유,무,부상,음주운전,2022.12.12,123,중구 대흥동,2022L34
193,김지우,남,1988.6.27,유,유,무,부상,중앙선 침범,2022.10.11,80,유성구 진잠동,2022J64
194,박서윤,여,1982.9.20,유,유,무,부상,중앙선 침범,2022.10.19,80,동구 삼성동,2022J62
195,성지우,여,1977.6.21,유,유,무,부상,신호위반,2022.1.10,127,유성구 전민동,2022A85
196,한채은,남,1983.9.1,유,유,무,부상,과속,2022.11.9,127,유성구 신성동,2022K53
197,조하준,여,1964.7.24,유,유,무,부상,중앙선 침범,2022.4.12,92,유성구 전민동,2022D3
198,박서윤,남,1972.1.26,유,유,무,부상,신호위반,2022.9.2,95,서구 갈마동,2022I70
199,정지호,여,1991.9.22,유,유,무,부상,신호위반,2022.6.16,107,서구 만년동,2022F14
200,유지원,여,1966.9.9,유,유,무,부상,음주운전,2022.10.5,86,중구 은행선화동,2022J7
201,최서준,남,1986.7.20,유,유,무,부상,음주운전,2022.7.7,105,중구 대흥동,2022G54
202,성지민,여,1984.3.31,유,유,유,부상,음주운전,2022.6.23,117,대덕구 법동,2022F55
203,정채원,여,1969.3.10,유,유,무,부상,중앙선 침범,2022.10.19,126,중구 대사동,2022J96
204,유도윤,여,1999.7.28,유,유,무,부상,음주운전,2022.2.1,118,동구 삼성동,2022B80
205,정하윤,남,1996.10.16,유,유,무,부상,신호위반,2022.10.31,87,동구 자양동,2022J27
206,곽서현,남,2001.8.8,유,유,무,부상,신호위반,2022.3.2,81,유성구 관평동,2022C59
207,육윤서,남,1994.2.6,유,유,무,부상,음주운전,2022.7.24,87,서구 만년동,2022G35
208,유지우,여,1964.7.1,유,유,무,부상,음주운전,2022.6.29,81,유성구 전민동,2022F92
209,황지우,남,1983.2.12,유,유,무,부상,과속,2022.4.15,123,유성구 관평동,2022D16
210,이주호,여,1991.2.17,유,유,무,부상,중앙선 침범,2022.11.6,115,대덕구 석봉동,2022K96
211,한서진,남,1993.6.3,유,유,무,부상,과속,2022.9.11,110,대덕구 회덕동,2022I22
212,한하은,여,1984.4.21,유,유,무,부상,과속,2022.9.16,124,유성구 전민동,2022I7
213,조도윤,남,1968.7.4,유,유,무,부상,음주운전,2022.5.31,128,유성구 진잠동,2022Z81
214,김서현,여,1964.10.8,유,유,무,부상,과속,2022.6.10,118,동구 자양동,2022F54
215,최준우,남,1998.5.23,유,유,무,부상,음주운전,2022.5.24,102,유성구 전민동,2022Z23
216,이준우,여,1983.5.6,유,유,무,부상,신호위반,2022.8.8,108,대덕구 회덕동,2022H18
217,유지민,여,1996.5.6,유,유,무,부상,중앙선 침범,2022.1.11,106,대덕구 오정동,2022A4
218,이민준,여,1962.2.19,유,유,무,부상,과속,2022.6.10,80,동구 자양동,2022F54
219,황하준,남,1998.7.23,유,유,무,부상,음주운전,2022.6.29,94,유성구 전민동,2022F9
220,이연우,남,1987.11.7,유,유,무,부상,신호위반,2022.3.2,95,유성구 관평동,2022C59
221,이서윤,남,1967.5.21,유,유,무,부상,신호위반,2022.9.4,111,동구 삼성동,2022I51
222,김주원,여,1987.12.2,유,유,유,부상,음주운전,2022.6.16,105,대덕구 석봉동,2022F12
223,이서현,여,1969.7.25,유,유,무,부상,음주운전,2022.10.5,80,중구 은행선화동,2022J7
224,장민서,남,1972.5.21,유,유,무,부상,신호위반,2022.5.16,121,동구 효동,2022Z25
225,이주원,남,1966.7.14,유,유,무,부상,신호위반,2022.6.16,94,대덕구 오정동,2022F45
226,박하은,여,1982.8.23,유,유,무,부상,신호위반,2022.10.31,81,유성구 신성동,2022J19
227,노하은,남,1981.11.27,유,유,무,부상,중앙선 침범,2022.5.13,82,대덕구 법동,2022Z26
228,성주호,여,1992.1.2,유,유,유,부상,음주운전,2022.6.24,111,유성구 노은동,2022F62
229,김지유,남,1967.7.5,유,유,무,부상,음주운전,2022.8.4,103,동구 자양동,2022H47
230,곽준우,여,1968.2.9,유,유,무,부상,음주운전,2022.10.25,91,대덕구 법동,2022J94
231,유지안,여,1998.11.25,유,유,무,부상,신호위반,2022.5.25,124,동구 효동,2022Z37
232,황수정,여,1984.7.6,유,유,무,부상,신호위반,2022.2.15,100,중구 대흥동,2022B50
233,이연우,남,1998.5.9,유,유,무,부상,음주운전,2022.8.31,80,유성구 관평동,2022H88
234,성민준,남,1975.6.6,유,유,무,부상,과속,2022.1.18,121,중구 오류동,2022A56
235,최준우,여,1981.4.22,유,유,무,부상,음주운전,2022.7.19,107,유성구 진잠동,2022G10
236,곽주원,남,1987.9.13,유,유,무,부상,중앙선 침범,2022.1.11,103,대덕구 오정동,2022A4
237,육하윤,여,1970.7.21,유,유,무,부상,중앙선 침범,2022.1.11,92,서구 둔상동,2022A62
238,곽하준,여,1996.3.26,유,유,무,부상,중앙선 침범,2022.12.25,118,유성구 신성동,2022L72
239,최시우,여,1970.5.20,유,유,무,부상,음주운전,2022.3.15,117,중구 목동,2022C55
240,곽지후,여,1970.2.11,유,유,무,부상,음주운전,2022.4.20,91,동구 삼성동,2022D19
241,성민준,여,1975.2.2,유,유,무,부상,신호위반,2022.9.30,88,중구 목동,2022I43
242,한지안,여,2002.10.2,유,유,무,부상,신호위반,2022.3.10,86,동구 용운동,2022C57
243,노하은,여,1976.8.13,유,유,유,부상,음주운전,2022.4.8,102,중구 목동,2022D54
244,최주원,여,1979.2.16,유,유,무,부상,음주운전,2022.7.11,100,중구 오류동,2022G52
245,한서윤,여,1976.8.13,유,유,유,부상,음주운전,2022.8.28,89,중구 대흥동,2022H39
246,박채원,여,1962.6.1,유,유,무,사망,신호위반,2022.12.18,115,중구 목동,2022L15
247,곽예준,남,1960.11.3,유,유,무,부상,신호위반,2022.7.12,102,대덕구 석봉동,2022G79
248,김서윤,여,1966.11.9,유,유,유,부상,음주운전,2022.4.23,104,서구 만년동,2022D69
249,한하은,여,1971.7.19,유,유,무,부상,음주운전,2022.4.28,110,동구 신인동,2022D72
250,성지안,여,1989.9.4,유,유,무,부상,신호위반,2022.6.8,112,동구 효동,2022F97
251,이민준,여,1962.1.22,유,유,무,사망,과속,2022.2.16,124,중구 대사동,2022B58
252,유서연,남,2001.10.27,유,유,무,부상,신호위반,2022.4.18,114,대덕구 송촌동,2022D11
253,육연우,남,1992.12.5,유,유,무,부상,과속,2022.1.31,106,중구 목동,2022A95
254,황시우,남,1997.1.27,유,유,무,부상,신호위반,2022.11.13,106,유성구 관평동,2022K75
255,한지유,여,2000.5.1,유,유,무,부상,신호위반,2022.3.11,94,서구 도마동,2022C49
256,노선우,여,1993.4.9,유,유,무,부상,중앙선 침범,2022.2.12,121,대덕구 석봉동,2022B99
257,조하준,여,1960.4.19,유,유,무,부상,신호위반,2022.12.10,108,대덕구 법동,2022L23
258,한하준,남,1997.8.16,유,유,무,사망,신호위반,2022.11.23,91,중구 대사동,2022K24
259,성지호,여,1992.8.7,유,유,무,부상,음주운전,2022.2.20,113,서구 갈마동,2022B36
260,장시우,남,1969.12.10,유,유,유,부상,음주운전,2022.10.21,104,유성구 신성동,2022J10
261,노서현,남,1982.4.29,유,유,유,부상,음주운전,2022.9.19,83,동구 신인동,2022I34
262,황서윤,남,1969.8.18,유,유,무,부상,신호위반,2022.4.27,103,유성구 노은동,2022D67
263,최민서,여,1978.7.26,유,유,무,부상,음주운전,2022.3.28,89,서구 만년동,2022C18
264,조서준,남,1989.8.13,유,유,유,부상,음주운전,2022.8.9,107,대덕구 송촌동,2022H3
265,조지민,남,1982.4.5,유,유,무,부상,음주운전,2022.3.28,116,서구 만년동,2022C18
266,곽서준,남,1992.3.13,유,유,무,부상,중앙선 침범,2022.8.19,104,유성구 전민동,2022H57
267,노시우,여,1985.10.15,유,유,무,부상,음주운전,2022.8.1,86,동구 신인동,2022H28
268,김하준,남,1965.3.12,유,유,유,부상,음주운전,2022.7.20,106,서구 만년동,2022G63
